"","id","quote","rating","date","reviewnospace"
"299","rn519110181","Lowest price, free baggage, on-time flight",4,"Reviewed August 29, 2017
","I was flying with first flight of the day at 5:45 am. I thought it will be delayed as it used to be because Lion Air was known as mostly delayed airlines. But turned out the boarding time was precisely 30 minutes before flight schedule and the take-off only missed 3 minutes from departure schedule. I landed in Denpasar on-time...."
"300","rn519065973","really cheap budget airline, terrible ontime performance and very poor legroom",2,"Reviewed August 29, 2017
","i regulars fly between bandung and bali, these planes are constantly being delayed, and if you are tall like me 6' then unless you get an exit row you will be like a sardine .....numerous times I've wanted to get a seat in row 1 but they won't allow it, these seats are alway kept empty for some stupid..."
"301","rn518837560","Never again",1,"Reviewed August 29, 2017
","Today we flew from Bali to Jakarta the flight was for 5 o clock we arrived at the airport at 3 and had to que for ages because they were so slow checking in bag. When we eventually got to check the bags in they said our flight was brought forward by an hour so we had 15 mins to..."
"302","rn518806315","Good but can be better",3,"Reviewed August 29, 2017
","Good flight and on time, but my flight little bit longer this time because Mr. President visiting Bandung so we flight around for 25 minutes"
"303","rn518804572","excellent regional airline for island hopping",5,"Reviewed August 29, 2017
","very pleasant experience really the flight was on time, clean and tidy plane and relatively comfortable. my one gripe is they dont serve food or drink on board but being a short haul flight i guess i can let that slide."
"304","rn518655887","Free luggage and safe travels",4,"Reviewed August 29, 2017
","Lion Airlines isn't a premium carrier but they allow you one free 15 kilogram baggage unlike most of the other economy carriers. Although I don't often use a suitcase, on occasion I pick up a few things while traveling which I cannot fit into my carry on so I purchase a cheap backpack and fill it up. It's nice to..."
"305","rn518639615","Cheap but below average service airlines",2,"Reviewed August 28, 2017
","Had to fly with this airlines as it has the cheapest price compared to other airlines that time. We got delayed for 1 hour and another delay for take off queue.Luckily, they provide a refreshment even tough its just a biscuit and mineral water.Be prepared to arrive at the airport with minimum 2 hours ahead as the check-in..."
"306","rn518617370","Flight Delay",3,"Reviewed August 28, 2017
","Flight delayed for 1.5 hours. original scheduled 13:30 delayed to 15:20. Change of airplane to turbo prop. Changed boarding gate without announcement until you ask what happen to the flight and was told change boarding gate from Gate 7 to Gate 8 flight ready for boarding no announcement until you ask at the boarding gate.No wonder always heard searching for..."
"307","rn518617034","Flight delayed",2,"Reviewed August 28, 2017
","When reached the gate, told by the gate agent the flight will be delayed for 45 minutes due to equipment change. It's end up 2 hours in delay departure. On arrival took more than 1 hour to clear immigration, fortunately no connection to catch."
"308","rn518614843","An airline that is good value for money",4,"Reviewed August 28, 2017
","Lion has increased the service to a daily service and used the larger 737-900 aircraft. However the seat pitch is smaller.The plane was slightly late possibly due to traffic at Denpasar."
"309","rn518610093","On time flight",4,"Reviewed August 28, 2017
","Feel good, on time at early flight (4.30), low cost carrier and very nice and comfortable trip. I will choose this airline in the future"
"310","rn518607234","Need more improvement",3,"Reviewed August 28, 2017
","This airline almost good, but on some cases you have to deal with low ""on time"" performance. But overall this is Good, because it's cheap and clean."
"311","rn518604634","price good. service OK, flight condition good, ""on time"" rate getting better",4,"Reviewed August 28, 2017
","I like their fare is included the luggage. Free meal can skip it unless you are really hungry.service is just typical low fare standard, flight condition good, ""on time"" rate getting betterstill the one of two easiest airline flying domestic Indonesia."
"312","rn518602850","seats a bit close together for a 5ft11 guy with normal legs, otherwise consistent with their cheap and cheerful image",4,"Reviewed August 28, 2017
","This flight replaced another cheap flight booked with air asia. the fight was from JKT to KL, then KL to BKK via Melindo. It was night and day difference between the Lion flight, which was the usual cheap and cheerful fight with no eg room. The second leg using Melindo (a partner airline of Lion) was much better. Decent leg..."
"313","rn518601967","Poor service",2,"Reviewed August 28, 2017
","Seats and armrest dirty. noticed some seats stained with old chewing gum . No onboard meal sales. Took this flight as 20kg baggage was included.First and the last taking this airline. Air crews old, around 40s."
"314","rn518601167","No thing to say good price 20 kg luggage",5,"Reviewed August 28, 2017
","Everyone talked bad about LION AIR, no safe...blablaI took it because i had no choice but i was very surprise in a good way.Cheap + 20kg luggage, staff on board friendly"
"315","rn518601027","An airlines who hardly maintain schedule",2,"Reviewed August 28, 2017
","Flight was 5 hour delayed and when we waited at airport, we saw most of the flights were delayed and there is no reason behind it.They are used to it and they offer free food as compensation. The lounge was like a nightmare. In a small room around 2000 people were waiting for different flights,"
"316","rn518492415","should be better",3,"Reviewed August 28, 2017
","Our flight was delayed about 30-45 minutes. We arrived at Soekarno Hatta airport 2,5 hours before the schedule. They only open 2 counters for every Lion Air flight to check in, 1 for those who had not checked in via website yet, 1 for those who already did web check in. It was a long queue. We brought our bags..."
"317","rn517407047","low-cost airplane",3,"Reviewed August 25, 2017
","i think this airplane is good but if you in hurry i think choose the others because sometimes this airplane got delay everyday"
"318","rn517292537","Maltratan equipajes ",1,"Reviewed August 25, 2017
","Good afternoon, I have to tell you that my experience has not been good, because when I landed I saw how the luggage men mistreated each and every one of the suitcases and indeed my luggage was broken and stained with grease as I approached the counter To claim, the answer has been to contact my travel insurance since the..."
"319","rn516956347","Really Cheap and not break your pocket",4,"Reviewed August 24, 2017
","Fly with lion air, the traveler need to have many time for departing with this airlines. they are often to delay for 1-2 hours in average. the price is not bad and sometimes get very good price for domestic travelling to Indonesia. If traveler do not have many time, I recommended not to book this flight, because you will disappointing..."
"320","rn516904388","Sometimes it's just fine, sometimes got delayed",3,"Reviewed August 23, 2017
","Arguably the most terrible airline in the world, but still managed to get people on board everyday for its low cost."
"321","rn516091193","Worst airline ever!!! Don't fly with them",1,"Reviewed August 21, 2017
","During our trip in Indonesia we had two internal flights with Lion air. None was on time. Extended delays of several hours for no good reason. The plane just hasn't arrived from the preceding flight. No one announced anything or gave any useful information. Staff was indifferent to the situation and once even rude. People must read reviews first and..."
"322","rn515174768","Full of crap",1,"Reviewed August 19, 2017
","Dirty cabin, unfriendly crews, delayed for 1.5 hours without an explanation, bad seat pitch average width, hot aircraft. Of course it is cheap but it is not worth it to fly with them #wemakepeoplelate. Will pay extra for something better"
"323","rn515076047","2nd Best Airline in Indonesia after Garuda",3,"Reviewed August 19, 2017
","Good flight experience with Lion and friendly cabin crew but their flight are mostly delayed and suggest not to take your next connecting flight too close."
"324","rn513493889","rude staff, delayed flights",1,"Reviewed August 15, 2017
","The flight was delayed by two hours and i was unable to online check into my connecting china air flight. i asked the flight attendants to please contact china air for myself and several other passengers. they told me they didnt know the china air phone number, i googled it and they said they had no phone to use. i..."
"325","rn509002948","Embarrassment of Indonesian Airlines",1,"Reviewed August 5, 2017
","Lion Air is the only airlines with the most records, perhaps it should go to Guinness Book of Record1. The flight with the most cancelled flight in a week2. The flight with the most delayed flight in a week (i'm talking about over 2 hours delay, half an hour delay for Lion Air is fantastic)3. The flight..."
"326","rn508975583","A true LOW-COST Airline!",3,"Reviewed August 5, 2017
","An airline which is true to its type ""A Low-cost Airline"" in every way.They charge you for everything, even water."
"327","rn508278719","Lion Air",2,"Reviewed August 2, 2017
","Budget Airline but the check in counter is very slow even though they take extra effort to open additional encounter but is still too slow."
"328","rn506641511","Value for money budget airline",4,"Reviewed July 28, 2017
","Cheap. I paid about US$75 for my trip from Bali to Singapore. Two hours of transit in Jakarta. No frills airline, which means you gotta carry your own drinks and food on board. It's Boeing 737-900 ER . Decent aircraft. Little leg room, but it is ok if you are not more than 1.7m. Flight attendants reasonably friendly. It's just..."
"329","rn506393579","No service and confusing landing ",2,"Reviewed July 28, 2017
","We booked the first time Lion Air because they offer a direct connection between KNO and PDG.Take off was expected time but there is no servicd onboard. Everything you have to pay even a small water. This is no good service.The landing on PDG was confusing: The B737-900 brake took the whole runway and after landing the machine..."
"330","rn506343630","The worst flight i have ever used.",1,"Reviewed July 27, 2017
","I read that theres frequent delays but what i hato experience was too much. It ruined my trip so much.I took this flight from bali to lombok, which was supposed depart at 16:50 and ended up leaving at 20:30. By the time i got to my hotel in lombok it was 11pm. All the plans i thought about doing..."
"331","rn505656085","Delay as their brand image",3,"Reviewed July 25, 2017
","When it comes to domestic flight, I avoid to choose this airlines, because I'm having many bad experiences about their delay.But for International flight to KL, Sin they are always on time.The positive things, they have so many routes for domestic flight, and the price is quite cheap."
"332","rn505172642","Worst ever",1,"Reviewed July 24, 2017
","I was taking flight back from Christmas holiday. Got a 3 a.m flight but then rescheduled to 5 a.m (its fine, cus' they rescheduled it a week before flight)Was promised a DIRECT flight from Jakarta to Ternate.When Checked-in in Jakarta, surprisingly i got TWO tickets, which means there would be a TRANSIT. The tickets showed a same flight..."
"333","rn504718162","NOT RECOMMENDED ",1,"Reviewed July 23, 2017
","Flight was only 45-55 minutes and delay was 2 hours. Delay was longer than the flight time. Ridiculous.Plane was filled with angry and tired passengers. Lion Air doesn't care about their customers."
"334","rn502147652","Very cramped seating",3,"Reviewed July 15, 2017
","I've never flown in a Boeing 737-900 that had such a cramped seating arrangement as Lion Air's plane. Zero legroom for tall persons. On the positive side, the flight was on time and the plane was clean but that's about all."
"335","rn501398604","So So Air Line",3,"Reviewed July 12, 2017
","Many are disappointed with the airline, but I can understand it, the competitive price but not offset by the maximum service raises many complaints that arise. But sometimes I have no other choice, so I keep trying to enjoy my trip with this airline."
"336","rn501088456","Not Recommeded & Nothing Special",1,"Reviewed July 11, 2017
","To be honest as first timer to use international fly with this aircraft was so bad and crazy. I took this one because of the time was fit to me. Checking in counter opened one hour before flight (not boarding time). I waited more than one hour due to arriving two hours before flight.Then, when I got the boarding pass,..."
"337","rn501068995","Never!! They are breaking Indonesian law",1,"Reviewed July 11, 2017
","We where more than 4,5 hours late in Bali and due to Indonesian law you are allowed to get 300.000 IDR per person after a delay of more than 4 hours. We where 9 people at the counter and it took more than 1 hour and the airline didn't want to give us hour money. I had the manager on..."
"338","rn500619383","Another airline to avoid if you can",1,"Reviewed July 11, 2017
","Avoid this airline at all cost, as in my case, it cost me 2 more tickets,flight was delayed over 2 hours with no announcement what so ever, has ask staff regarding our connecting flight & was told to wait & not given an answer,missed our connecting flight & our bags lost, also had to pay for another 2..."
"339","rn499381889","Very...very...very bad airplane in the world",1,"Reviewed July 7, 2017
","So bad airplane in the world kerjanya cuman delay delay dan delay lion please upgrade the trip to passengers"
"340","rn498662308","Quick, prompt and went the extra mile! ",5,"Reviewed July 4, 2017
","Reasonable fares, newer well kept planes, quick trips, quick boarding and exiting. Plenty of food options for purchase. Friendly and helpful staff! My son left his phone on one and they found it and had it ready when we returned from our mini trip within our vacation! Excellent take of and landings. Multiple language interpretations."
"341","rn498401214","the have flight route to almost every airport in indonesia",3,"Reviewed July 3, 2017
","lion air is getting better and better. five years ago, people always complaint about this airline, but they dont have any option. lion air is market leader in indonesia. they have route to nearly every city in indonesia. it is a low cost carrier so dont expect any in flight entertainmnent.but i thing they made some improvement now."
"342","rn498389326","Worst airline i ever use.",1,"Reviewed July 3, 2017
","I was traveled to Jambi using this airline. The service was very slow, the staff was not helpful and not friendly. Some of the staff playing with customer ticket. At the agreement saying check in time until 30 minutes before departure, but in reality few of customer check in within 35 minutes before departure was rejected. The check in counter..."
"343","rn498096555","Okay",3,"Reviewed July 2, 2017
","Lion Air is a budget airline, but unlike other airlines, Lion Air actually include 20 kilos luggage per person. So you don't have to worry about your luggage. Since my family and I were travelling during Hari Raya Idul Fitri, the price went up 1.5 times than the normal price, but still reasonable with their frequent flights between Jakarta and..."
"344","rn498081190","surprisingly its on time",4,"Reviewed July 2, 2017
","i was travel one day before idul fitri 2017. it should be a peak season, i thought that it must be late or delay flight but surprisingly it didn't."
"345","rn498076248","The best price and service",4,"Reviewed July 2, 2017
","Lion Air offer a cheap ticket for all over the big cities in Indonesia.The earlier you book, the cheaper price you got. Another airline name Batik Air actually is the sister of Lion Air for the East part of Indonesia.This airline also fly to Malaysia and Thailand.They have mostly new armada aircrafts and the ground staff as..."
"346","rn497927068","only one minus is that Lion air always in late ( 15-20 min )",5,"Reviewed July 2, 2017
","Lion air have special rule for cabin luuggage. But dó not wory. I had 3 flights in Indonesia with Lion air. From Jakarta - Yogyakarta, Yogyakarta-Denpasar, Denpasar-Jakarta. During check-in they do not look my cabin luggage. Also they did not weight my cabin luggage. So passangers can bring "" normal"" cabin luggage ( 55x45x25) without any problem."
"347","rn497154163","Late, Late & Late",2,"Reviewed June 29, 2017
","More than 70% of their flight are DELAY... Yes, they have so many routes in Indonesia (with many airplane), but they didn't counterbalancing with good management. My last flight was delay for 3 hours"
"348","rn496719844","LION air = Late Is Our Nature",3,"Reviewed June 27, 2017
","This is the worst airlines in Indonesia. 7 out of 10 flights expect delays. So many problems including very unproffesional ground crew. Very long queue when checking-in because the check-in staffs working so slow and chat with other staffs. Double booking tickets. Bad baggage handling. Unlike other airlines if you luggage is broken when you picked up at the arrival..."
"349","rn496692460","First time flight PLM-PGK (return)",4,"Reviewed June 27, 2017
","It was my first flight on this route with this airline. I got special price at the beginning of Ramadhan (fasting) month and directly bought it.Early morning we got on plane, and as LCC flight it was quite comfortable. Legroom wasn't really comfortable for taller people, but for me it was okay since I'm not a tall person. Seat..."
"350","rn496612884","Flight to Singapore",4,"Reviewed June 27, 2017
","Booked through our agent,Diethelm tours in Bangkok.Boarding went quick and easy.The staff was very kind,the food was deliciousI had a feeling that on the way to Singapore my seat or leg space was smaller then on the return flight ."
"351","rn496609128","VERY poor check in process and baggage pickup at CGK Terminal 1",1,"Reviewed June 27, 2017
","After this last experience with Lion, I will not consider Lion for my future travel plan even thought the price is the lowest amongst all airlines. The check in process nearly killed the mood of our vacation. We arrived 2 hours before flight time as usual, only to find very long queues at every single counter with unclear lines (several..."
"352","rn496379858","GOOD CHEAP AIRLINE",4,"Reviewed June 26, 2017
","this is a no frills airline but you get what you pay for with extra luggage capacity and no add on's like many other cheap airlines"
"353","rn496337639","Good budget airline",5,"Reviewed June 26, 2017
","Flown with this airline often and will use again often, very easy to book online and fast, not the same as others, always left on time when I've flown, staff have always been pleasant and helpful, I've never had and problems with this airline, also the only one I know of in Asia that gives free luggage of 15 kg..."
"354","rn496335653","First Timers!",5,"Reviewed June 26, 2017
","I was actually someone who didn't trust this airline. With several issues that got into them, I got scared flying with them. Scared of the delays, of the issues.Yesterday was actually my first time after soooo long. But yesterday was awesome. From the check in desk, baggage drops, NO DELAYS, perfect take off and perfect landing. Good job, Lion AIr!..."
"355","rn496332896","On time Good jet 737 smooth flight",4,"Reviewed June 26, 2017
","This flight went smooth with a 737 and on time. I have multiple experience with Lion Air. People say they are often delayed and that might be true but the flight itself is no different from other companies. Airasia Garuda or any other. Maybe Lion air need to improve their system so they can be more ontime.The price is the..."
"356","rn495398482","FLIGHT SAFETY AND OPERATIONS ISSUES ",2,"Reviewed June 23, 2017
","Lion Air Flight JT64223 June 201717:30 to 19:25SUB to LOPAircraft: Boeing 737Registration: PK-LHKFLIGHT SAFETY :1. AIRCREW FATIGUE- Cabin crew member falling asleep on climb out!2. FOD- Two discarded drink containers on the dispersal in between Gate 3 and the aircraft.3. SEATING- Seat 31A. Seat strap incorrectly fitted. In order to wear..."
"357","rn492931253","Just Average",3,"Reviewed June 14, 2017
","delayed. No complimentary, seat are not comforting. Flight attendance has no smile. Good if you in budget but has plenty of spare time, because beware for delay"
"358","rn491961663","Now It Is Ontime",4,"Reviewed June 10, 2017
","During my travel, I noticed 3 flights by Lion Air went as schedule, starting from boarding, take off, until landing. Actually for an airline, the on time schedule is the most important thing aside from safety. I hope Lion Air will continue to improve themselves in order not to let the passengers down anymore. Thank You!"
"359","rn491442129","It seems Lion Air has made significant improvement in their OTP (On Time Performance)...",3,"Reviewed June 8, 2017
","I decided I would never fly with this airline again after few attempts in the past where I got bad experience flying with them ranging from returned flight because of engine problem to rude treatment by one of their flight attendants during boarding. I have stopped flying with them completely since end of 2007 and just recently tried flying with..."
"360","rn491129436","Charter direct flight from guangzhou-manado",2,"Reviewed June 6, 2017
","When my friend asked me to join him to a diving tour to Manado. Later on find it's a charter flight and direct from Guangzhou to Manado, I was excited. We used Boeing 737-900ER for this flight. We got delayed for 1 hour or so when trying to leave Guangzhou airport. The services were terrible both way, for 4 hours..."
"361","rn487525385","Absurd",1,"Reviewed May 24, 2017
","Second time flying with this company and again 3 hours delayed.We had to get a boat to go to Gili and because of the late time, we were charged with extra taxes...and imagine to have to reach Gili at 01 am...Before take off, the airplane stood about 30 min stopped and the hot inside the plane was so..."
"362","rn487265069","Always delayed ",1,"Reviewed May 24, 2017
","Second time with this company and again 2 hours delayed without any explanation.Never more. We had to get a boat to go to Gili and because of the late time, we were charged with extra taxes."
"363","rn485546162","Stinking Toilets",2,"Reviewed May 19, 2017
","Toilets are stinking with urine smell. Difficult for passengers who were seated near the toilets. At least some kind of spray could be sprayed by the aircrew. Similiar experience flying to Jogjakarta from Jakarta.Hope the airline could make us more welcome - minus the urine smell ...."
"364","rn485491452","It's good not delay",4,"Reviewed May 18, 2017
","I have trips with lion several time and this is the first from abroad. Lucky for me this time is different from I experienced when travelling domestic which is not delay.Crews are also friendly and helpful so I arrived in Indonesia safely."
"365","rn484482422","Dirty",1,"Reviewed May 15, 2017
","Poor gate information. I have to ask people around if they are flying to Jakarta not to Mars. Plane DIRTY near corner full of crumbs and crap. No cleaning of flight before take off. They just loaded the next passenger upon arrival. Same too with Air Asia! All cheap flights in Indonesia- not clean at all."
"366","rn484259945","They got me to my destination, what more could I ask for?",2,"Reviewed May 14, 2017
","They got me to my destination what more could I ask for? Customer Service, On time departure, and reasonable baggage policy to name a few. This airline’s slogan is “we fly cheap” that can be a good thing but exactly how are you accomplishing this? I have no safety complaints but both flights I took with them #1889 and #1898..."
"367","rn483729046","A little above average",3,"Reviewed May 12, 2017
","3 hours delayed, but they informed that there's a technical error in Bandung airport. Not so much expected as a budget airline. Flight attendants did their job well and polite."
"368","rn483559977","Do they make people miss flights by purpose?!",1,"Reviewed May 11, 2017
","I missed the flight from Denpasar to Lombok and later on lost the rest of trip - Lombok-Kuala Lumpur!While I was waiting in the airport, the screens did not show info on a gate of my flight for a very long time, then I saw it went to what I was believing was a gate - the same destination,..."
"369","rn483119133","Delays Delays Delays",2,"Reviewed May 10, 2017
","We booked a flight from Bali to Lombok return thinking oh wow that's great value and will be much faster than the boat! Well well well that was a lie both ways ... Delays of 2 and half hours for the first flight and then the pilot had to circle for 20 mins before landing! The return flight, well I'm..."
"370","rn482854076","As expected from Budget airline",3,"Reviewed May 9, 2017
","Flew Lion air from Jakarta to Bali due to the price. As expected due to the price/being a budget carrier it is basic, legroom on our plane which was older was cramped. If taller than 6ft booking an exit row would be ideal. Until take off expect to be rather warm as the air con is on until takeoff. For..."
"371","rn481976991","Average Airline with Cheap Price",3,"Reviewed May 5, 2017
","If you prefer cheap price for a short flight, this airline is suitable for you. the on-time level is much better now, despite that the AC aboard the aircraft is often hot when the aircraft is still on the ground, but it will be cooler when the aircraft is in the air. the main problem is withing the landing phase,..."
"372","rn480386744","Morning Flight Hoamz",3,"Reviewed April 30, 2017
","My Flight was on time because on Morning Flight, if you want on time choose the Morning Flight. The Cabin Crew was so fast serve the passenger and helpful to each passenger with the baggage. The seat also good for me and maybe the Window is too dirty"
"373","rn479659626","On time comfortable flight",4,"Reviewed April 28, 2017
","Lion has recently initiated a daily flight between Kupang and Denpasar. The flight is good value for money, the aircraft is clean and we arrived on time. The staff are friendly and helpful from check in to baggage collection."
"374","rn478373538","never ever again ",1,"Reviewed April 23, 2017
","unfortunately i take lately as past Saturday 22 april 2017 Lion air at 7.30 this time 4 hours delay last month 6 hours delay totaly unacceptable they really dont take are of custoner and dont consider the situation and need of customer ..... please please never flight lion so desapointed so unprofessional so dangerous take are of your life....good luck"
"375","rn477955011","NEVER FLY WITH THEM",1,"Reviewed April 22, 2017
","Every time I've used them they have been delayed, but this past weekend was particularly bad. I only flew them again because I missed my AirAsia flight and needed to get home. Before even checking in, the screen outside the terminal said that the flight would be delayed by an hour; inside though, everyone insisted to me that the flight..."
"376","rn477608919","Don't use them!",1,"Reviewed April 20, 2017
","Don't waste your time with theses guys!!! My flight was cancelled without any notification from the airline before turning up to the airport in Kupang. staff had no clue what was happening, one guy just kept saying flight cancelled come back tomorrow while laughing!!!Will never use again!!!"
"377","rn477007660","First family trip after years and years not doing it.",4,"Reviewed April 18, 2017
","Well,kind of surprising at that time because we had an on schedule flight.lion air wasnt particularly ontime back then.. the flight was kinda bumpy,but i think it was normal. No fuzz at all from departure until landing."
"378","rn476340791","Not bad! ",4,"Reviewed April 17, 2017
","After reading all these terrible reviews, we were really scared to fly with Lion Air. But it was better than we expected! No delays, friendly staff - everything went well! The plane was a little bit shaky when we were landing and a water would have been nice, but I can recommend flying with Lion Air for a cheap price..."
"379","rn475965694","Do not fly Lion Air",1,"Reviewed April 15, 2017
","We flew return Lion Air from Denpasar - Lombok . Delayed both ways by 2hrs. They don't actually tell you anything! You have to ask and they keep saying they don't know / no reasons given. Awful service, I would rather catch a boat to be honest."
"380","rn473290186","Worst Travel Experience Yet...and we haven't even boarded",1,"Reviewed April 6, 2017
","What a complete joke this mob are, how they actually get a customer is completely beyond me.The website booking process doesn't work, their app won't accept payment. After three days we had to get the hotel to reserve and pay for our flights because apparently they don't accept foreign transfers or credit cards...go figure?You are unable to book..."
"381","rn472071910","Number one Terrible Service in the world ",1,"Reviewed April 2, 2017
","Few times bought Lion air flights and all that time was terrible service and delayedNo more again lion airPlease owner... realize that you in stupid position now!"
"382","rn471822326","Lazy & Late",1,"Reviewed April 1, 2017
","This is the worst Indonesian airline. In addition to being a budget airline with planes full of broken equipment. The planes are late ALWAYS, never leave or arrive on time! To make it worse the employees are disorganized and apathetic because they seem to just know collectively they are a terrible airline but people fly them because sometimes there are..."
"383","rn470446979","patient is your keyword",2,"Reviewed March 26, 2017
","LionAir, is one of the biggest Airline company in Indonesia. they cover almost all destination in Indonesia, including several remote location by wings air, the other company in Lion group who serve with smaller aircraft, and have many schedule, make you can choose the right schedule for you.Lion Air, also providing cheap ticket compare to other airline, the ideal..."
"384","rn470427665","Fast, no-frills travel on the cheap",4,"Reviewed March 26, 2017
","I've flown Lion Air about 40 times in the last years. It's sometimes chaotic, there is not much legroom and no real on-board service. That being said, it's by far the most efficient way to get around the Indonesian archipelago. Lion Air is constantly expanding its list of destinations, and, together with its subsidiary Wings Air, covers a large stretch..."
"385","rn470404862","Very Helpfull",5,"Reviewed March 26, 2017
","Our Nam air flight was cancelled by the time we arrived at the airport at 5am and after much ado we were directed to the Lion Air customer service office. It took over an hour and we the airport suffered a tropical deluge yet the Lion Air staff politely and diligently worked through all 30 passengers and got us all..."
"386","rn469997863","Total confusion from start to finish",2,"Reviewed March 25, 2017
","Bought online cheap .. cant complain about the price. About 120 bux return .. and thats a substantial return flight.Arrived at airport for take-off at 1250. Checked in - all smooth. Asked for aisle seat and middle next to it, near front. Yes sir ! Didnt check the seat number until we boarded. Boarded the plane (late by about..."
"387","rn467108541","Improving",3,"Reviewed March 13, 2017
","I have been travelling with Lion Air since the beginning and most of my previous flight was terrible but i do not have any other choices. But, i think for the past 6 months now, from Denpasar to Jakarta and return are always good, surprisingly. On time or at least only 15 minutes delayed and on evening flight to Denpasar..."
"388","rn463933354","Comfortable, check in good, but late.",3,"Reviewed March 1, 2017
","Efficent check-in, boarded on time, but then sat on the plane waiting for a connecting flights passengers (I assume Lion also) to board. Left about 40 mins late.On board was good, with an aisle seat (requested and got at check-in). usual snacks available for a cheap price. Landed c. 30 mins late which was a bit of a pan..."
"389","rn463932958","Delayed, but cheap budget that did the job",3,"Reviewed March 1, 2017
","Evening flight. Fast check-in 1 hour before flight. There was no queue even though the flight was quite full. Asked for emergency exit seat - got it. On baord was ver comfortable wit the emerg exit seat. Landed about 30 minutes late - but with time to catch onward connection."
"390","rn463932591","Ontime, cheap, comfortable flight",4,"Reviewed March 1, 2017
","Efficient check-in, asked for an aisle seat and got one. Boarded on time, in flight was comfortable. Cheap snacks available. Landed on time.No complaints - on time, comfortable flight, at a cheap price."
"391","rn463932240","Cheap, ontime, no complaints",4,"Reviewed March 1, 2017
","Caught the 830 from denpasar to Surabaya. Check-in queue was very long and I didnt give myslef a whole lot of time. But took 15 minutes to check in - quite efficient. Took off on time. Unfortunately had the rear window seat - so comfort factor was poor, with legs squeezed and seat unable to reline.Had snacks available at..."
"392","rn462270322","cheap way to fly from jakarta to sumbawa besar",3,"Reviewed February 23, 2017
","Lion Air and Sister Compagny Wings air do have delays, do i use then as its a cheap and good way to travel from Jakarta to Sumbawa Besar. with 1 stop in Mataram (Lombok)In Indonesia things are not always so organized on airports. but ones you have reaches your destinations is quickly forgotten."
"393","rn462186868","now lion air on time",4,"Reviewed February 23, 2017
","i took the flight eight times this month with lion airline. It was amazing there were no delay. It is serious because lion is very well knownn as the king of delay. Now i can take this flight if i want to choose the cheap flight but on time schedule."
"394","rn461870109","Disorganized!",2,"Reviewed February 21, 2017
","Took a flight to go back to Jakarta. Air condition did not work, later cabin attendant apologised and said that upon take-off it would work; which was not the case as it was not functioning properly. This is certainly a sign of poor maintenance and I wonder if the cabin crew ever file a complaint to the airline maintenance department...."
"395","rn459452544","low cost carier in Indonesia",1,"Reviewed February 13, 2017
","late or delayed without information to passengers, unpleasant and rude look of boarding runner (at the Bali airport). No space for legroom is value for money (low cost carier)"
"396","rn458788752","Wrost airline in Indonesia",1,"Reviewed February 11, 2017
","No space and legroom, no service at all and no smiling flight attendents. And wrost of all, even for this very short flight we got delay of nearly 2 and half hours..."
"397","rn458608499","Thank Your For The Free Ticket",4,"Reviewed February 10, 2017
","Many times I travel with Lion Air from Denpasar - Jakarta. And I never missed my flight.And yes there's always a first time for everything. This time I missed my flight, and it's pure my fault. So I was asking politely weather if can join to the next flight to one of the check in staff, then they refer..."
"398","rn458298697","Again, and again, year after year, the worst Airline and Company in Indonesia",1,"Reviewed February 9, 2017
","- Usually 50% of the time, late or delayed without information to passengers- Rude and arrogant, yet unpleasant-to-look-at flight attendants- Smelly and usually dirty cabins and seat pockets- Usually dirty and unhygienic lavatory- slow baggage handling- ground staff usually annoying and unhelpfulIt is a disgrace for Indonesia and its government that this airline still..."
"399","rn456928346","Worst flight ever!!",1,"Reviewed February 3, 2017
","This is the worst flight in my life. Almost 6 hours delay from Penang to Kuala Namu, Medan and crew on the gate desk didn't give a proper explanation. They ONLY gave us fried rice with an egg which was in super small portion (don't need to tell you the taste) and a cup of water, they delivered it 8.45pm..."
"400","rn456862563","No hotel provided on a flight canceled by airline",1,"Reviewed February 3, 2017
","Airline canceled flight from Labuan Bajo to Bali due to weather after delaying it first and there were no other flights out that day. Airline did not provide any hotel accomodation. And we had double expence of booking another night on Labuan Bajo and the cost of hotel we already booked on Bali.The whole process was highly disorganised, where..."
"401","rn455182446","Unexpected decent service.",3,"Reviewed January 27, 2017
","I had to take a connecting flight to Chennai on 25th Jan and with great reluctance I had booked on Lion Air. Having seen only poor reviews on Lion air on many forums I expected about an hour delay or so. But to my surprise the flight was on time. But true to the reputation, baggage clearence was painfully slow..."
"402","rn454612360","Unexpected Fantastic Service",4,"Reviewed January 24, 2017
","Previously, admittedly more than 5 years ago, Indonesia carriers have had poor reputation, that European authorities banned them from European airspace. Kudos, respect and awesome admiration to the Indonesian aviation industry for turning that around and continuous improvement.Lion Air was one of the airlines whose reputation was not stellar before. Old planes, questionable maintenance record, unreliably delayed. I guess..."
"403","rn453247982","flight that care",4,"Reviewed January 18, 2017
","maybe lion air is not the best LCC that available in Indonesia , but lion air is the most airlines that care with their passenger. when i come to airport for last minute check in due to my business travel , at the airport gate office told me that the flight check in is closed and i can check in..."
"404","rn451281436","Better than expected",3,"Reviewed January 11, 2017
","this was the Shortest flight from Lombok to Bali 25 minutes. We couldnt find any another airline as we were worrying. But Plane was nice, staff was helpful. Thank you."
